Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,4.438300132751465,4.446400165557861,4.419899940490723,4.438300132751465,4.438300132751465,0
2019-01-01,4.447199821472168,4.447199821472168,4.447199821472168,4.447199821472168,4.447199821472168,0
2019-01-02,4.419899940490723,4.456099987030029,4.317800045013428,4.447199821472168,4.447199821472168,0
2019-01-03,4.283599853515625,4.317299842834473,4.257400035858154,4.285299777984619,4.285299777984619,0
2019-01-04,4.2758002281188965,4.294899940490723,4.234300136566162,4.275599956512451,4.275599956512451,0
2019-01-07,4.230000019073486,4.264900207519531,4.218400001525879,4.230000019073486,4.230000019073486,0
2019-01-08,4.286099910736084,4.286099910736084,4.234099864959717,4.28410005569458,4.28410005569458,0
2019-01-09,4.250699996948242,4.257400035858154,4.215700149536133,4.249800205230713,4.249800205230713,0
2019-01-10,4.247200012207031,4.257299900054932,4.235799789428711,4.248899936676025,4.248899936676025,0
2019-01-11,4.267899990081787,4.286499977111816,4.248300075531006,4.266200065612793,4.266200065612793,0
2019-01-14,4.252900123596191,4.276899814605713,4.236700057983398,4.252900123596191,4.252900123596191,0
2019-01-15,4.241000175476074,4.253300189971924,4.214300155639648,4.2393999099731445,4.2393999099731445,0
2019-01-16,4.237800121307373,4.256499767303467,4.214300155639648,4.23960018157959,4.23960018157959,0
2019-01-17,4.255499839782715,4.295400142669678,4.245299816131592,4.253900051116943,4.253900051116943,0
2019-01-18,4.26800012588501,4.282199859619141,4.2316999435424805,4.2683000564575195,4.2683000564575195,0
2019-01-21,4.2546000480651855,4.290200233459473,4.251399993896484,4.261899948120117,4.261899948120117,0
2019-01-22,4.26639986038208,4.29610013961792,4.244500160217285,4.264900207519531,4.264900207519531,0
2019-01-23,4.3317999839782715,4.334799766540527,4.297900199890137,4.331399917602539,4.331399917602539,0
2019-01-24,4.283400058746338,4.297100067138672,4.236000061035156,4.284299850463867,4.284299850463867,0
2019-01-25,4.263000011444092,4.300000190734863,4.2621002197265625,4.264500141143799,4.264500141143799,0
2019-01-28,4.25629997253418,4.316400051116943,4.25629997253418,4.300099849700928,4.300099849700928,0
2019-01-29,4.297399997711182,4.302999973297119,4.251999855041504,4.2957000732421875,4.2957000732421875,0
2019-01-30,4.248700141906738,4.255099773406982,4.225399971008301,4.250400066375732,4.250400066375732,0
2019-01-31,4.229300022125244,4.239500045776367,4.1666998863220215,4.227700233459473,4.227700233459473,0
2019-02-01,4.167500019073486,4.218100070953369,4.163400173187256,4.167799949645996,4.167799949645996,0
2019-02-04,4.176400184631348,4.218500137329102,4.176400184631348,4.188000202178955,4.188000202178955,0
2019-02-05,4.191699981689453,4.200500011444092,4.171899795532227,4.191299915313721,4.191299915313721,0
2019-02-06,4.182000160217285,4.22629976272583,4.171899795532227,4.182199954986572,4.182199954986572,0
2019-02-07,4.198200225830078,4.240300178527832,4.187300205230713,4.199900150299072,4.199900150299072,0
2019-02-08,4.2093000411987305,4.240799903869629,4.190100193023682,4.210899829864502,4.210899829864502,0
2019-02-11,4.221099853515625,4.2519001960754395,4.196700096130371,4.221099853515625,4.221099853515625,0
2019-02-12,4.232100009918213,4.2378997802734375,4.193999767303467,4.233699798583984,4.233699798583984,0
2019-02-13,4.19920015335083,4.237599849700928,4.190299987792969,4.200900077819824,4.200900077819824,0
2019-02-14,4.223999977111816,4.279399871826172,4.190299987792969,4.225500106811523,4.225500106811523,0
2019-02-15,4.200900077819824,4.200900077819824,4.171299934387207,4.2017998695373535,4.2017998695373535,0
2019-02-18,4.165900230407715,4.229000091552734,4.165900230407715,4.1757001876831055,4.1757001876831055,0
2019-02-19,4.218400001525879,4.222400188446045,4.191500186920166,4.218800067901611,4.218800067901611,0
2019-02-20,4.219900131225586,4.229100227355957,4.18310022354126,4.218299865722656,4.218299865722656,0
2019-02-21,4.222799777984619,4.274099826812744,4.2032999992370605,4.222700119018555,4.222700119018555,0
2019-02-22,4.268599987030029,4.273099899291992,4.229400157928467,4.26800012588501,4.26800012588501,0
2019-02-25,4.247600078582764,4.255799770355225,4.2204999923706055,4.246600151062012,4.246600151062012,0
2019-02-26,4.258500099182129,4.275000095367432,4.234099864959717,4.260000228881836,4.260000228881836,0
2019-02-27,4.2652997970581055,4.270699977874756,4.237500190734863,4.267000198364258,4.267000198364258,0
2019-02-28,4.237400054931641,4.279099941253662,4.228899955749512,4.239099979400635,4.239099979400635,0
2019-03-01,4.26140022277832,4.317299842834473,4.248700141906738,4.261300086975098,4.261300086975098,0
2019-03-04,4.290599822998047,4.290599822998047,4.252999782562256,4.290599822998047,4.290599822998047,0
2019-03-05,4.275300025939941,4.276899814605713,4.252999782562256,4.276500225067139,4.276500225067139,0
2019-03-06,4.264800071716309,4.321000099182129,4.259099960327148,4.264599800109863,4.264599800109863,0
2019-03-07,4.340700149536133,4.3597002029418945,4.302000045776367,4.340000152587891,4.340000152587891,0
2019-03-08,4.329100131988525,4.376200199127197,4.317699909210205,4.330599784851074,4.330599784851074,0
2019-03-11,4.319399833679199,4.349699974060059,4.3053998947143555,4.319399833679199,4.319399833679199,0
2019-03-12,4.316800117492676,4.327600002288818,4.285799980163574,4.318299770355225,4.318299770355225,0
2019-03-13,4.3003997802734375,4.331299781799316,4.2947001457214355,4.299499988555908,4.299499988555908,0
